qtext,label,atext
How can mucolytics help with treating emphysema?,0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
How can mucolytics help with treating emphysema?,0,They can also prevent other problems and keep the disease from getting worse.
How can mucolytics help with treating emphysema?,0,This article deals with some of the most common treatments.
How can protein therapy help with treating emphysema?,1,Getting infusions of AAT can help slow down lung damage.
How can protein therapy help with treating emphysema?,1,It's designed for people who have severe emphysema in the upper lobes of their lungs.
How can protein therapy help with treating emphysema?,0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
How can protein therapy help with treating emphysema?,0,They can also prevent other problems and keep the disease from getting worse.
"What are short-acting and long-acting bronchodilators, and how do they work to treat emphysema?",1,The short-acting drugs work faster but don't last as long.
"What are short-acting and long-acting bronchodilators, and how do they work to treat emphysema?",1,"The long-acting ones don't work as fast, but they last longer."
"What are short-acting and long-acting bronchodilators, and how do they work to treat emphysema?",0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
"What are short-acting and long-acting bronchodilators, and how do they work to treat emphysema?",0,They can also prevent other problems and keep the disease from getting worse.
How can vaccines help with treating emphysema?,1,They can also prevent other problems and keep the disease from getting worse.
How can vaccines help with treating emphysema?,1,"If you have advanced emphysema, your doctor may prescribe a long-acting inhaled bronchodilator."
How can vaccines help with treating emphysema?,1,They also suggest you get a pneumonia shot every 5 to 7 years to prevent infection.
How can vaccines help with treating emphysema?,0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
How can vaccines help with treating emphysema?,0,This article deals with some of the most common treatments.
How can vaccines help with treating emphysema?,0,Which ones your doctor recommends will depend on how severe your symptoms are.
"What are anticholinergic bronchodilators, and how do they work to treat emphysema?",1,Bronchodilators come in two forms: Anticholinergics stop the muscles around your airways from tightening.
"What are anticholinergic bronchodilators, and how do they work to treat emphysema?",1,They also make it easier to clear mucus from the lungs.
"What are anticholinergic bronchodilators, and how do they work to treat emphysema?",1,They start working within 3 to 5 minutes and last 4 to 6 hours.
"What are anticholinergic bronchodilators, and how do they work to treat emphysema?",0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
"What are anticholinergic bronchodilators, and how do they work to treat emphysema?",0,They can also prevent other problems and keep the disease from getting worse.
"What are anticholinergic bronchodilators, and how do they work to treat emphysema?",0,This article deals with some of the most common treatments.
What surgeries can treat serious cases of emphysema?,1,They include: Lung volume reduction surgery ( LVRS).
What surgeries can treat serious cases of emphysema?,1,"In this procedure, a surgeon removes part of one or both of your lungs."
What surgeries can treat serious cases of emphysema?,1,Bullectomy.
What surgeries can treat serious cases of emphysema?,0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
What surgeries can treat serious cases of emphysema?,0,They can also prevent other problems and keep the disease from getting worse.
What surgeries can treat serious cases of emphysema?,0,This article deals with some of the most common treatments.
What new treatments may one day treat severe cases of emphysema without major surgery?,1,Researchers are developing ways to treat severe cases of emphysema without major surgery.
What new treatments may one day treat severe cases of emphysema without major surgery?,1,The valves block airflow and mucus to those areas so the healthy areas of the lung can work better.
What new treatments may one day treat severe cases of emphysema without major surgery?,0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
What new treatments may one day treat severe cases of emphysema without major surgery?,0,They can also prevent other problems and keep the disease from getting worse.
How can emphysema be treated?,1,Which ones your doctor recommends will depend on how severe your symptoms are.
How can emphysema be treated?,1,They also make it easier to clear mucus from the lungs.
How can emphysema be treated?,1,"That, in turn, can make it harder for you to breathe."
How can emphysema be treated?,0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
How can emphysema be treated?,0,They can also prevent other problems and keep the disease from getting worse.
